player_name,player_id,season,season_type,team,G,poss,min_played,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Norvel Pelle,pelleno01,2021,RS,NYK,9,112,52,-2.160880651,4.974608825,2.813728175,6.878550864,9.440103835,16.3186547,-0.394698206,6.155949421,5.761251215,0.223143099,0.223143099,0,-1.412997212,1.962651165,0.549653953,-1.191197663
Norvel Pelle,pelleno01,2021,RS,BRK,3,60,28,-8.739421354,-6.475400998,-15.21482235,-1.536532411,-9.913021957,-11.44955437,-7.794804965,-7.540904359,-15.33570932,-0.181677409,-0.181677409,0,-4.57317915,-4.568182138,-9.141361288,1.05753213
Norvel Pelle,pelleno01,2021,RS,SAC,1,10,4,24.69634301,-7.158263224,17.53807979,6.171196724,8.966505766,15.13770249,22.3746459,-3.974196429,18.40044947,0.044014708,0.044014708,0,18.62723366,-4.69094642,13.93628724,1.990504146
Reggie Perry,perryre01,2021,PO,BRK,26,10,4,-5.871538219,-2.721814888,-8.593353107,17.68420067,35.04145234,52.72565301,-1.560516596,5.069767012,3.509250416,0.013990528,0,0.013990528,-3.590764743,9.050479345,5.459714602,6.065005225
Reggie Perry,perryre01,2021,RS,BRK,26,448,211,-2.81780736,-3.132870324,-5.950677685,-2.499679597,-1.773951204,-4.273630801,-3.009980165,-3.032954246,-6.042934411,-0.357737567,-0.357737567,0,-1.392098664,-3.615911504,-5.008010168,0.924598067
Theo Pinson,pinsoth01,2021,RS,NYK,17,82,34,-11.93554933,-10.86471237,-22.80026169,-21.56350063,0.570161005,-20.99333962,-14.67513994,-9.217989572,-23.89312951,-0.371154394,-0.371154394,0,-11.54792969,-9.166553499,-20.71448319,1.208292574
Mason Plumlee,plumlma01,2021,RS,DET,56,3077,1499,-0.986561234,-0.810184774,-1.796746009,2.385884105,-2.480878426,-0.094994321,-0.302756823,-1.191232523,-1.493989346,0.958316245,0.958316245,0,-0.701008538,-0.333324611,-1.034333149,-0.238400131
Jakob Poeltl,poeltja01,2021,RS,SAS,69,3838,1845,-1.508210546,5.145225206,3.63701466,3.616154359,2.992615991,6.60877035,-0.519327458,5.05365705,4.534329592,6.819455924,6.819455924,0,-1.12407654,4.80215502,3.67807848,-0.551085642
Vincent Poirier,poirivi01,2021,RS,PHI,10,87,39,-10.42787879,-4.216500122,-14.64437892,-13.88923409,0.911519587,-12.9777145,-11.86808563,-3.605927696,-15.47401333,-0.256048652,-0.256048652,0,-10.0879936,-3.96386526,-14.05185886,1.144161723
Aleksej Pokusevski,pokusal01,2021,RS,OKC,45,2372,1090,-6.354805796,-2.679656592,-9.034462388,-4.951190519,-2.933728202,-7.884918721,-6.324340615,-2.862575404,-9.186916019,-3.618641822,-3.618641822,0,-6.271779097,-3.843428633,-10.11520773,1.098903749
Jordan Poole,poolejo01,2021,RS,GSW,51,2098,988,0.955566761,-3.618021961,-2.662455199,-1.815799044,0.619495845,-1.196303199,0.449658128,-2.961292503,-2.511634375,0.12013026,0.12013026,0,0.790849834,-2.940028105,-2.149178271,-0.020599651
Jontay Porter,portejo01,2021,RS,MEM,11,115,54,-4.752508233,-3.097875804,-7.850384037,-11.80968133,11.25600199,-0.553679342,-6.516367411,-0.328014976,-6.844382386,-0.11614912,-0.11614912,0,-4.274329803,-0.29830865,-4.572638453,2.994829181
Kevin Porter Jr.,porteke02,2021,RS,HOU,26,1786,835,-0.732122569,-3.001395407,-3.733517976,0.162109664,-5.826301739,-5.664192075,-0.478901392,-3.732865697,-4.211767089,-0.626648838,-0.626648838,0,-0.953503773,-3.517918351,-4.471422123,0.634198498
Michael Porter Jr.,portemi01,2021,PO,DEN,61,251,126,-2.122003981,2.726618523,0.604614542,5.684698848,13.93638843,19.62108728,-0.665170573,5.268378914,4.603208341,0.484530281,0,0.484530281,-2.746660436,5.416434276,2.66977384,-0.601761201
Michael Porter Jr.,portemi01,2021,RS,DEN,61,3908,1912,2.009060964,-0.409726125,1.599334839,5.718009532,-1.479571582,4.23843795,2.835873844,-0.667567819,2.168306025,4.780569697,4.780569697,0,3.680457855,-0.388435139,3.292022717,-0.363040783
Otto Porter Jr.,porteot01,2021,RS,CHI,25,1156,540,0.110577539,-1.679045446,-1.568467907,-3.035077446,0.898495627,-2.136581818,-0.522581369,-1.233340945,-1.755922314,0.274708862,0.274708862,0,0.192427229,-2.175922055,-1.983494826,0.306939323
Otto Porter Jr.,porteot01,2021,RS,ORL,3,139,66,-0.934151387,0.088442883,-0.845708504,2.364228105,9.721152777,12.08538088,-0.224423234,2.108206627,1.883783392,0.154661033,0.154661033,0,0.92634222,1.327408192,2.253750412,-0.888707781
Bobby Portis,portibo01,2021,PO,MIL,66,155,71,4.597418401,-3.00308168,1.594336721,11.80732627,-14.22536374,-2.41803747,6.326289245,-5.6357831,0.690506145,0.129503911,0,0.129503911,6.383218347,-6.631515775,-0.248297428,0.73578348
Bobby Portis,portibo01,2021,RS,MIL,66,2993,1372,1.335899019,1.544279119,2.880178138,0.065563382,0.688003896,0.753567278,1.076386025,1.446667735,2.52305376,3.681118527,3.681118527,0,1.399585428,1.096837912,2.49642334,-0.273281148
Kristaps Porzingis,porzikr01,2021,PO,DAL,43,191,102,-0.614308428,-1.656151902,-2.27046033,9.644613726,-17.2066324,-7.562018676,1.287684648,-4.9007882,-3.613103553,-0.044905282,0,-0.044905282,4.205005087,-2.33317782,1.871827267,-3.000422033
Kristaps Porzingis,porzikr01,2021,RS,DAL,43,2735,1327,1.292075717,-0.415962772,0.876112945,2.183897922,-4.918282088,-2.734384167,1.508332236,-1.372579618,0.135752618,1.95161939,1.95161939,0,2.338568505,-0.664849798,1.673718707,-0.110461762
Dwight Powell,poweldw01,2021,PO,DAL,58,26,14,-2.48084373,11.72421141,9.243367685,-18.78717066,7.542068677,-11.24510198,-6.236198011,11.71516866,5.478970648,0.059697937,0,0.059697937,-4.299298342,10.56444649,6.265148149,-1.491199513
Dwight Powell,poweldw01,2021,RS,DAL,58,2010,966,-0.336234976,2.047162281,1.710927304,0.479666635,1.259167449,1.738834084,-0.216090424,2.010809274,1.79471885,2.237107015,2.237107015,0,-0.166437797,1.641600291,1.475162493,-0.1249745
Norman Powell,powelno01,2021,PO,POR,27,267,133,0.658657741,-1.556968632,-0.898310891,-11.39780898,-2.486928166,-13.88473714,-1.934482262,-1.758218685,-3.692700948,-0.066051111,0,-0.066051111,-2.634630028,-4.326869016,-6.961499044,0.113627344
Norman Powell,powelno01,2021,RS,TOR,42,2704,1277,2.173712269,-1.325164878,0.848547391,0.316626601,-2.774014991,-2.45738839,1.933933554,-1.692576917,0.241356637,1.96723058,1.96723058,0,1.284988667,-1.479750031,-0.194761365,0.947398404
Norman Powell,powelno01,2021,RS,POR,27,1939,928,0.193142533,0.051550893,0.244693426,-0.211928857,3.282217063,3.070288206,0.045554222,0.776257483,0.821811705,1.700720198,1.700720198,0,0.907083827,0.722037873,1.6291217,0.572626256
Taurean Prince,princta02,2021,RS,CLE,29,1442,687,-0.375189434,0.039881597,-0.335307837,1.942242516,-1.535485644,0.406756873,0.16610659,-0.260712799,-0.094606209,0.935044886,0.935044886,0,-0.419818074,-0.571537539,-0.991355613,0.467564481
Taurean Prince,princta02,2021,RS,BRK,12,476,218,-2.039473114,0.849502406,-1.189970708,-2.646966009,-2.057927281,-4.70489329,-2.359504691,0.310958356,-2.048546335,0.078805152,0.078805152,0,-0.421449449,-0.206866857,-0.628316305,1.018522202
Payton Pritchard,pritcpa01,2021,PO,BOS,66,48,25,-2.011630241,-6.269062775,-8.280693017,-3.876906071,10.88150137,7.004595301,-2.466758686,-3.053172676,-5.519931362,-0.035981934,0,-0.035981934,-5.936254657,1.971533353,-3.964721304,-1.226694957
Payton Pritchard,pritcpa01,2021,RS,BOS,66,2625,1268,0.266694699,-1.453532132,-1.186837434,-0.357390556,0.022483971,-0.334906585,0.131075048,-1.235004622,-1.103929574,1.052280865,1.052280865,0,-0.224598786,-1.196827769,-1.421426555,-1.196413209
Immanuel Quickley,quickim01,2021,PO,NYK,64,108,51,-2.926891731,-10.36501378,-13.29190551,-2.753302466,7.376757652,4.623455186,-2.951047258,-7.415433355,-10.36648061,-0.207354013,0,-0.207354013,-5.573230535,-4.257271255,-9.830501789,1.416325169
Immanuel Quickley,quickim01,2021,RS,NYK,64,2517,1243,2.63298602,-2.080979083,0.552006937,1.289428786,0.777901936,2.067330722,2.526283228,-1.643760199,0.882523028,2.276618854,2.276618854,0,1.713108781,-1.307254542,0.405854239,-1.185656583
Jahmi'us Ramsey,ramseja01,2021,RS,SAC,13,210,94,-0.653146828,-2.642654435,-3.295801263,-2.272115366,1.551418376,-0.72069699,-1.012424608,-1.844124166,-2.856548773,-0.005170022,-0.005170022,0,1.446853762,-2.806906989,-1.360053227,1.187032238
Chasson Randle,randlch01,2021,RS,ORL,41,1759,837,-3.378512481,-3.58176485,-6.960277331,-5.906935521,-0.936634679,-6.8435702,-4.034220191,-3.202679957,-7.236900148,-1.902631075,-1.902631075,0,-3.664582291,-3.334430832,-6.999013123,-0.708445538
Julius Randle,randlju01,2021,PO,NYK,71,216,108,-7.957202969,4.555736153,-3.401466816,-9.390072927,2.137864391,-7.252208535,-8.597650947,4.210173261,-4.387477686,-0.091876684,0,-0.091876684,-9.349911849,5.418447384,-3.931464465,-1.242126664
Julius Randle,randlju01,2021,RS,NYK,71,5402,2667,1.414383061,1.690488463,3.104871524,-1.31327111,3.907102125,2.593831015,0.9397487,2.209745874,3.149494574,8.043189018,8.043189018,0,0.61086809,2.357308593,2.968176683,0.197823786
Cam Reddish,reddica01,2021,RS,ATL,26,1606,750,-2.324209412,0.472644662,-1.85156475,-3.157387551,-1.924666586,-5.082054137,-2.675033934,0.002983848,-2.672050086,0.030008927,0.030008927,0,-2.035258406,0.230601874,-1.804656532,0.614075622
JJ Redick,redicjj01,2021,RS,NOP,31,1231,576,0.749833116,-1.680102199,-0.930269083,0.096762959,-3.052313589,-2.95555063,0.643693135,-2.06411326,-1.420420125,0.391034684,0.391034684,0,0.957668991,-3.09476717,-2.137098179,0.078596845
JJ Redick,redicjj01,2021,RS,DAL,13,310,147,-2.770979999,-2.640412183,-5.411392181,-5.125784558,9.923340654,4.797556096,-3.468775251,-0.183261436,-3.652036687,-0.068869242,-0.068869242,0,-0.464095325,-2.081680707,-2.545776032,1.816516794
Paul Reed,reedpa01,2021,PO,PHI,26,18,9,-0.33574923,-1.321155275,-1.656904505,-4.804413162,11.74595014,6.941536983,-1.456844341,1.065769261,-0.39107508,0.011049894,0,0.011049894,1.790076116,-4.729829858,-2.939753741,-1.064930873
Paul Reed,reedpa01,2021,RS,PHI,26,376,177,-1.253252006,-1.568990773,-2.822242779,-0.117306755,8.48834178,8.371035025,-1.12074221,0.325799467,-0.794942743,0.177256126,0.177256126,0,-0.37494063,-0.503176098,-0.878116728,0.40258343
Naz Reid,reidna01,2021,RS,MIN,70,2920,1347,-0.462325271,1.357484397,0.895159126,-5.210942256,-1.456057157,-6.666999412,-1.432480297,0.931833053,-0.500647244,1.552866323,1.552866323,0,-1.452175646,1.506495568,0.054319922,0.458716688
Cameron Reynolds,reynoca01,2021,RS,SAS,3,14,6,-6.111511965,-1.646547485,-7.75805945,-21.81823101,8.929731362,-12.88849965,-9.767562804,0.404902283,-9.362660521,-0.019654103,-0.019654103,0,-7.520630873,-6.079066397,-13.59969727,-2.935970986
Cameron Reynolds,reynoca01,2021,RS,HOU,2,73,34,-6.027102779,-0.628848855,-6.655951634,-12.05703286,-3.98638072,-16.04341358,-7.553871232,-1.285999429,-8.839870661,-0.104846103,-0.104846103,0,-5.679698341,-1.128481311,-6.808179652,-0.758628462
Josh Richardson,richajo01,2021,PO,DAL,59,96,52,0.589233882,-3.365519362,-2.77628548,-18.78497405,-15.17290643,-33.95788048,-3.624542171,-5.970621005,-9.595163176,-0.181794855,0,-0.181794855,-2.701706469,-5.578293988,-8.280000457,-2.877938755
Josh Richardson,richajo01,2021,RS,DAL,59,3665,1790,-0.618823809,-0.317074056,-0.935897865,-0.971795735,-2.656173867,-3.627969602,-0.766115113,-0.828695146,-1.594810259,1.049189123,1.049189123,0,-0.38851366,-0.519892973,-0.908406633,-0.554864724
Nick Richards,richani01,2021,RS,CHA,18,134,63,-4.691388236,-5.672862648,-10.36425088,-9.76510218,4.127470622,-5.637631558,-6.03806075,-3.946581506,-9.984642256,-0.231610516,-0.231610516,0,-6.80841256,-5.867617262,-12.67602982,-0.403703467
Grant Riller,rillegr01,2021,RS,CHA,7,55,27,3.228632775,-3.683443779,-0.454811003,-8.232449414,3.426672982,-4.805776432,1.119328908,-2.385901788,-1.266572879,0.020139403,0.020139403,0,2.727703547,-5.866699733,-3.138996186,-1.459679503
Austin Rivers,riverau01,2021,PO,DEN,15,234,115,-0.636489972,-1.984265116,-2.620755088,-6.926259534,-14.18791118,-21.11417071,-1.964813586,-4.623878618,-6.588692204,-0.234102779,0,-0.234102779,-5.045729292,-3.696939128,-8.74266842,0.763781613
Austin Rivers,riverau01,2021,RS,DEN,15,833,403,-0.040522492,-1.31769242,-1.358214912,-0.135312968,2.42573861,2.290425642,-0.113935949,-0.6298569,-0.743792849,0.411759151,0.411759151,0,0.272831459,-0.092681317,0.180150142,-0.180731591
Austin Rivers,riverau01,2021,RS,NYK,21,888,442,-2.266565149,0.512421331,-1.754143818,-1.813318979,-1.424692036,-3.238011015,-2.283455871,0.116172608,-2.167283263,0.129868497,0.129868497,0,-2.398222416,-0.328303984,-2.7265264,-1.182616671
Andre Roberson,roberan03,2021,RS,BRK,5,127,63,-6.781334558,-0.194739925,-6.976074483,-10.7656222,-6.964033504,-17.7296557,-8.073488784,-1.606179864,-9.679668647,-0.220538068,-0.220538068,0,-7.607657085,-0.918559597,-8.526216683,-0.99712557
Duncan Robinson,robindu01,2021,PO,MIA,72,211,100,-0.887064771,3.029274875,2.142210104,-12.16885709,15.08665235,2.917795264,-3.122264054,5.704840007,2.582575953,0.283327527,0,0.283327527,-3.482002894,6.270865701,2.788862807,0.951702832
Duncan Robinson,robindu01,2021,RS,MIA,72,4597,2262,0.22944626,-0.995229618,-0.765783358,1.6344633,1.532610357,3.167073657,0.546041947,-0.542366703,0.003675245,3.163776762,3.163776762,0,1.127231613,-0.094454969,1.032776644,-0.450043533
Glenn Robinson III,robingl02,2021,RS,SAC,23,790,369,-2.208620222,-2.246700565,-4.455320786,-5.023262872,-5.071708994,-10.09497187,-2.910569609,-2.911569615,-5.822139224,-0.576245875,-0.576245875,0,-3.492759756,-3.610457548,-7.103217304,-0.371299077
Jerome Robinson,robinje01,2021,RS,WAS,17,666,305,-5.601933971,-1.163069634,-6.765003606,-5.636658991,-3.383909987,-9.020568978,-5.944117113,-1.678397121,-7.622514234,-0.764671579,-0.764671579,0,-6.102447592,-1.357393245,-7.459840837,0.859620064
Justin Robinson,robinju01,2021,RS,OKC,9,190,88,-1.407020948,-8.344213261,-9.751234209,-5.880186397,-6.414674738,-12.29486114,-2.319748555,-8.395967933,-10.71571649,-0.355566679,-0.355566679,0,-3.482553786,-7.453930017,-10.9364838,-0.585818482
Mitchell Robinson,robinmi01,2021,RS,NYK,31,1713,853,-1.529105562,1.789960511,0.260854949,-3.491025864,2.53923978,-0.951786084,-2.008120847,1.98991526,-0.018205588,1.172095767,1.172095767,0,-2.364225066,2.40758719,0.043362124,-1.42543141
Isaiah Roby,robyis01,2021,RS,OKC,61,3055,1425,-3.544476962,-0.91638039,-4.460857352,-4.451239541,-2.057599235,-6.508838776,-3.839622964,-1.173563576,-5.01318654,-1.650571622,-1.650571622,0,-4.868332408,-1.087719388,-5.956051796,0.316402159
Rajon Rondo,rondora01,2021,PO,LAC,18,129,69,0.23973844,-6.725028106,-6.485289665,13.55923839,18.29261608,31.85185447,2.947469354,-1.782120765,1.165348589,0.1385543,0,0.1385543,1.476503039,3.45381342,4.930316459,-2.481902789
Rajon Rondo,rondora01,2021,RS,LAC,18,753,368,2.475310454,-0.907753728,1.567556726,0.573011323,1.756730217,2.32974154,2.173576658,-0.417626572,1.755950085,0.847223174,0.847223174,0,2.00305538,-0.598531803,1.404523577,0.144996648
Rajon Rondo,rondora01,2021,RS,ATL,27,836,402,-2.851197325,-2.109193005,-4.96039033,-4.645406629,-0.394545581,-5.03995221,-3.443364701,-1.872670943,-5.316035644,-0.525440406,-0.525440406,0,-2.564193109,-2.915255064,-5.479448174,-0.163952459
Derrick Rose,rosede01,2021,PO,NYK,35,230,115,4.233019692,-3.285423647,0.947596045,3.303189468,1.081021023,4.384210491,4.439893063,-2.683718323,1.756174739,0.269832093,0,0.269832093,2.288892145,1.060471455,3.3493636,-1.023388734
Derrick Rose,rosede01,2021,RS,NYK,35,1892,937,2.493504176,2.449407545,4.942911721,2.625317149,4.59355694,7.218874089,2.680322596,2.998587432,5.678910029,3.980517011,3.980517011,0,1.752804046,1.912102731,3.664906777,-1.22754708
Derrick Rose,rosede01,2021,RS,DET,15,728,342,0.857514951,0.324283104,1.181798055,-5.193322698,-1.216129324,-6.409452022,-0.269707732,0.030129685,-0.239578047,0.435917432,0.435917432,0,-1.24208302,-0.801306987,-2.043390007,-0.489178669
Terrence Ross,rosste01,2021,RS,ORL,46,2813,1347,-0.337518065,-1.35761776,-1.695135826,-2.332584948,0.329893049,-2.002691899,-0.652222565,-1.06578547,-1.718008035,0.709151715,0.709151715,0,-0.834356986,-1.504280862,-2.338637848,-0.010510665
Terry Rozier,roziete01,2021,RS,CHA,69,4947,2383,2.434109984,-0.554820606,1.879289378,2.963586153,-3.451464481,-0.487878328,2.740553196,-1.19499676,1.545556437,5.209036491,5.209036491,0,2.835855819,-0.757089881,2.078765938,-0.261585228
Ricky Rubio,rubiori01,2021,RS,MIN,68,3815,1772,-0.679247845,-0.20829473,-0.887542575,-2.194903934,-1.315169388,-3.510073322,-1.015115006,-0.423979539,-1.439094545,1.18918833,1.18918833,0,-1.066517941,0.656527167,-0.409990773,0.343552537
D'Angelo Russell,russeda01,2021,RS,MIN,42,2596,1196,2.046776487,-2.986465133,-0.939688646,1.059752951,-3.134528012,-2.07477506,2.037639913,-3.17402154,-1.136381628,0.997336747,0.997336747,0,2.70212728,-2.40497418,0.2971531,1.303250223
Domantas Sabonis,sabondo01,2021,RS,IND,62,4746,2231,0.600807783,0.523083831,1.123891614,-2.700639999,-0.288246691,-2.98888669,-0.065513861,0.389528817,0.324014956,3.503353126,3.503353126,0,0.365682314,1.44282729,1.808509604,0.125146032
Luka Samanic,samanlu01,2021,RS,SAS,33,651,308,-2.78610021,0.376326019,-2.409774191,-3.52815761,2.614465449,-0.913692161,-3.084697796,0.89755217,-2.187145626,0.088965229,0.088965229,0,-3.206051381,-0.563874464,-3.769925846,0.590679924
JaKarr Sampson,sampsja02,2021,RS,IND,29,687,316,-3.28925339,0.552290587,-2.736962803,0.774067759,-0.016393522,0.757674237,-2.64138866,0.468517609,-2.172871051,0.093028454,0.093028454,0,-3.559099818,0.279964031,-3.279135787,-0.019666665
Dario Saric,saricda01,2021,PO,PHO,50,52,26,-8.784642296,-12.50228324,-21.28692554,-6.039403407,-6.063126056,-12.10252946,-8.742335311,-11.97532483,-20.71766014,-0.253199361,0,-0.253199361,-2.85224145,-12.41704329,-15.26928474,2.939655273
Dario Saric,saricda01,2021,RS,PHO,50,1838,871,-1.83203706,0.427528628,-1.404508433,1.902530861,3.381149935,5.283680796,-1.253083602,1.047992388,-0.205091214,1.135244194,1.135244194,0,-0.365587767,0.563979922,0.198392155,0.386339718
Tomas Satoransky,satorto01,2021,RS,CHI,58,2702,1307,0.284103023,-0.255238497,0.028864527,0.070970659,0.080871802,0.151842461,0.281976131,-0.196012937,0.085963194,1.8832167,1.8832167,0,0.142856648,-0.735246968,-0.59239032,-0.421427836
Dennis Schroder,schrode01,2021,PO,LAL,61,200,101,1.395318215,4.532618378,5.927936593,-1.510859339,3.029793178,1.518933839,0.902928496,4.325274297,5.228202793,0.420813978,0,0.420813978,-0.724991926,8.339211088,7.614219161,-0.738301408
Dennis Schroder,schrode01,2021,RS,LAL,61,4062,1956,-0.580766494,0.374975268,-0.205791226,2.426652674,-2.306364525,0.120288149,0.034596194,-0.224228673,-0.189632479,2.561049774,2.561049774,0,-0.410467265,1.211041914,0.800574649,0.234266999
Mike Scott,scottmi01,2021,PO,PHI,51,24,12,10.1489816,-6.277148605,3.871832998,3.202299331,20.92753541,24.12983475,9.156721487,-0.811193869,8.345527619,0.06908881,0,0.06908881,5.294099072,-7.380533274,-2.086434202,-1.359510155
Mike Scott,scottmi01,2021,RS,PHI,51,1809,852,-2.676848488,-0.031539855,-2.708388343,-1.70606795,0.416740331,-1.289327619,-2.645513589,-0.002087376,-2.647600966,0.044368999,0.044368999,0,-1.949361895,0.211066181,-1.738295714,-0.324122633
Jay Scrubb,scrubja01,2021,RS,LAC,4,176,84,-9.450894868,-1.570291767,-11.02118664,-0.391918129,-4.155028593,-4.546946721,-8.211674237,-2.21403059,-10.42570483,-0.331986494,-0.331986494,0,-8.141150822,-3.361217236,-11.50236806,0.930194594
Collin Sexton,sextoco01,2021,RS,CLE,60,4374,2115,0.604278268,-2.660429006,-2.056150738,-1.303711038,-3.067392879,-4.371103917,0.407659143,-2.879013511,-2.471354369,0.300729897,0.300729897,0,0.081293816,-2.335862562,-2.254568745,0.017100332
Landry Shamet,shamela01,2021,PO,BRK,61,113,58,-3.788437333,-0.098530042,-3.886967375,-25.05879615,-12.56041859,-37.61921474,-8.508454481,-2.765362846,-11.27381733,-0.255401563,0,-0.255401563,-9.524528979,-1.01242836,-10.53695734,-1.784784718
Landry Shamet,shamela01,2021,RS,BRK,61,2962,1403,-0.446683117,-0.133895566,-0.580578683,-0.877059354,-1.689168244,-2.566227598,-0.628966994,-0.45639392,-1.085360914,1.187298358,1.187298358,0,0.384513929,-1.258987461,-0.874473532,-0.361676269
Iman Shumpert,shumpim01,2021,RS,BRK,2,23,11,-14.20978088,14.11230699,-0.097473883,-13.81645661,7.990931371,-5.825525236,-15.04952838,13.7450582,-1.304470189,0.008290253,0.008290253,0,-10.57431074,7.697681779,-2.876628964,2.211187154
Pascal Siakam,siakapa01,2021,RS,TOR,56,4158,2006,0.29903495,-0.974403992,-0.675369043,4.389282296,0.491734448,4.881016744,1.194432972,-0.719852538,0.474580434,3.286874267,3.286874267,0,1.170970838,0.03200945,1.202980288,-0.408732128
Chris Silva,silvach01,2021,RS,MIA,11,179,83,-1.374015782,-0.260711915,-1.634727697,-2.222439977,2.817488468,0.59504849,-1.61287345,0.370753495,-1.242119955,0.064756565,0.064756565,0,-0.762916706,-1.036063976,-1.798980682,1.427934792
Chris Silva,silvach01,2021,RS,SAC,4,22,9,-17.40548738,5.70157589,-11.70391149,-23.17043153,18.32275044,-4.847681091,-19.67639116,8.817206995,-10.85918417,-0.038742467,-0.038742467,0,-16.05355402,6.117954046,-9.935599976,4.0859262
Ben Simmons,simmobe01,2021,PO,PHI,58,206,97,4.803864441,0.952163294,5.756027735,29.80082072,1.543592001,31.34441272,10.18012322,1.100097923,11.28022114,0.71255603,0,0.71255603,9.428604765,0.642583659,10.07118842,-0.487584347
Ben Simmons,simmobe01,2021,RS,PHI,58,3967,1877,-0.15386912,1.823509144,1.669640024,1.112761811,2.168272642,3.281034453,0.083878315,1.957578528,2.041456843,4.625758697,4.625758697,0,-5.68314E-05,2.447551871,2.447495039,0.819560759
Anfernee Simons,simonan01,2021,PO,POR,64,136,72,1.763757751,0.323535559,2.08729331,-11.75460235,-13.7040073,-25.45860965,-1.00842501,-2.5264047,-3.53482971,-0.028538922,0,-0.028538922,-2.424658613,-5.240497828,-7.665156441,-3.936553131
Anfernee Simons,simonan01,2021,RS,POR,64,2273,1104,0.75880104,-3.730157454,-2.971356415,0.770391125,-2.890539577,-2.120148452,0.735262045,-3.742286017,-3.007023972,-0.143046261,-0.143046261,0,1.490259238,-3.847221186,-2.356961947,-1.203351624
Deividas Sirvydis,sirvyde01,2021,RS,DET,20,279,133,-4.340353006,1.493627933,-2.846725072,-6.675351411,-0.257945636,-6.933297047,-5.044688425,1.247003811,-3.797684613,-0.070531879,-0.070531879,0,-5.364159643,-1.091392469,-6.455552111,-0.796019136
Alen Smailagic,smailal01,2021,RS,GSW,15,188,84,-2.592479415,-4.885521878,-7.478001293,-7.249842128,-6.122222059,-13.37206419,-3.728603385,-5.521122931,-9.249726317,-0.282542393,-0.282542393,0,-3.02796218,-3.676312987,-6.704275167,1.444522988
Marcus Smart,smartma01,2021,PO,BOS,48,226,110,4.118369899,-1.381371724,2.736998175,0.217976272,6.602542318,6.820518589,3.58434844,0.167528041,3.75187648,0.392201311,0,0.392201311,0.947634068,3.267959231,4.215593299,4.126255377
Marcus Smart,smartma01,2021,RS,BOS,48,3332,1581,0.512274345,0.678598421,1.190872766,2.099549184,-1.260858739,0.838690444,0.859277036,0.319815741,1.179092778,3.197712777,3.197712777,0,1.332893762,1.191229475,2.524123236,0.904957518
Dennis Smith Jr.,smithde03,2021,RS,DET,20,801,392,-1.053218124,5.061596224,4.008378099,-0.390307254,2.648185623,2.257878369,-0.930135559,4.886342569,3.95620701,1.327438038,1.327438038,0,-1.458963553,4.128200505,2.669236952,-1.038396307
Dennis Smith Jr.,smithde03,2021,RS,NYK,3,56,28,-7.189281702,6.342472255,-0.846809446,-13.18326548,-4.361669155,-17.54493463,-8.844793057,4.430969291,-4.413823766,-0.023346955,-0.023346955,0,-3.200213946,6.095233098,2.895019153,-1.791781869
Ish Smith,smithis01,2021,PO,WAS,44,142,66,-1.401596063,4.850724923,3.44912886,-2.145806798,22.28219602,20.13638922,-1.592367548,8.928576754,7.336209206,0.35420123,0,0.35420123,1.705862752,6.222363217,7.928225968,1.094411329
Ish Smith,smithis01,2021,RS,WAS,44,2019,924,-0.818114892,0.281671358,-0.536443534,1.588125749,0.065721026,1.653846776,-0.364815012,0.262624782,-0.10219023,1.238415098,1.238415098,0,-1.031878866,0.350570378,-0.681308488,-0.795040903
Jalen Smith,smithja04,2021,RS,PHO,27,337,156,-5.543469428,-3.886550194,-9.430019622,-5.775204868,-2.797866567,-8.573071435,-5.977599023,-3.935297434,-9.912896457,-0.57179341,-0.57179341,0,-5.083627455,-5.529620563,-10.61324802,0.299311135
Tony Snell,snellto01,2021,PO,ATL,47,52,25,-6.891919586,-5.945261762,-12.83718135,-24.4602774,-10.13446196,-34.59473936,-11.07416848,-7.290685624,-18.3648541,-0.205844118,0,-0.205844118,-5.096102292,-7.25064705,-12.34674934,0.20530619
Tony Snell,snellto01,2021,RS,ATL,47,2043,992,-0.401320034,-1.756131668,-2.157451702,-0.124520786,-0.15340651,-0.277927296,-0.42215738,-1.522713333,-1.944870713,0.40256567,0.40256567,0,-1.758590692,-2.516485765,-4.275076458,-1.220435019
Ray Spalding,spaldra01,2021,RS,HOU,2,45,19,-10.69062434,-2.886407684,-13.57703202,-11.42243473,-0.782369707,-12.20480444,-11.43647516,-2.511286738,-13.9477619,-0.112734644,-0.112734644,0,-9.575742355,-4.104426704,-13.68016906,3.893771548
Cassius Stanley,stanlca01,2021,RS,IND,24,200,93,-1.257950161,-5.57161361,-6.829563771,-8.637548695,13.83455076,5.197002061,-2.891634563,-1.855983778,-4.747618341,-0.094429038,-0.094429038,0,-3.348526998,-3.867003816,-7.215530814,-0.378357853
Lamar Stevens,stevela01,2021,RS,CLE,40,1046,499,-3.494701325,-0.400678727,-3.895380053,-4.047645591,0.751718075,-3.295927516,-3.75307292,-0.139531392,-3.892604312,-0.290400331,-0.290400331,0,-4.03613522,-1.154784179,-5.190919399,-0.171850545
